tableName,tableExtends,tableType,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,refLabel,defaultValue,validation,visible,computed,semantics,profiles
genomics_genotypeProfileEpic,,,rs739259_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs10796216_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs966367_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs1019916_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs2959823_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs951295_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs1510189_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs2385226_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs9292570_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs10882854_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileEpic,,,rs2032088_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,date,datetime,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,biomaterial_id,ref_array,,false,,genomics_biomaterial,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,label,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs3936238_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs4331560_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs7660805_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs7746156_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs9363764_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1484127_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs472920_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs845016_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1467387_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs739259_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs10796216_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs966367_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1019916_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2959823_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs951295_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1510189_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2385226_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs9292570_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs10882854_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2032088_GRCh38,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs3936238_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs4331560_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs7660805_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs7746156_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs9363764_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1484127_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs472920_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs845016_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1467387_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs739259_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs10796216_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs966367_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1019916_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2959823_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs951295_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs1510189_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2385226_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs9292570_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs10882854_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_genotypeProfileLuminex,,,rs2032088_GRCh38_probability,,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,sex,,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,birth_month,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,birth_year,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,death_month,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,death_year,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,underlying_syndrome,ref_array,,false,,fixed_syndrome,,,,,,,,,TrecodeEMX1
genomics_individual,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,diagnosis_id,refback,,false,,genomics_diagnosis,,individual_id,,,,,,,TrecodeEMX1
genomics_individual,,,stemcell_transplantation,bool,,false,,,,,,,,,,,TrecodeEMX1
genomics_individual,,,informed_consent,refback,,false,,genomics_informed_consent,,individual_id,,,,,,,TrecodeEMX1
genomics_informed_consent,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_informed_consent,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_informed_consent,,,individual_id,ref,,true,,genomics_individual,,,,,,,,,TrecodeEMX1
genomics_informed_consent,,,consent_type_id,ref,,true,,fixed_consent_type,,,,,,,,,TrecodeEMX1
genomics_informed_consent,,,consent_status,,,true,,,,,,,,,,,TrecodeEMX1
genomics_informed_consent,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,description,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,biomaterial_id,ref,,true,,genomics_biomaterial,,,,,,,,,TrecodeEMX1
genomics_library,,,barcode_label,ref,,true,,fixed_barcode,,,,,,,,,TrecodeEMX1
genomics_library,,,library_source_id,ref,,true,,Vocab_SRA_SRA_library_source,,,,,,,,,TrecodeEMX1
genomics_library,,,library_strategy_id,ref,,true,,Vocab_SRA_SRA_library_strategy,,,,,,,,,TrecodeEMX1
genomics_library,,,library_selection_id,ref,,true,,Vocab_SRA_SRA_library_selection,,,,,,,,,TrecodeEMX1
genomics_library,,,library_layout_id,,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,fragment_size,int,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,yield,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_library,,,insert_size,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_library,,,input_quantity,decimal,,false,,,,,,,,,,,TrecodeEMX1
genomics_library,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_library,,,protocol_id,ref,,true,,fixed_protocol,,,,,,,,,TrecodeEMX1
genomics_library,,,experiment_id,refback,,false,,genomics_experiment,,library_id,,,,,,,TrecodeEMX1
genomics_librarypool,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_librarypool,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_librarypool,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_librarypool,,,library_id,ref_array,,true,,genomics_library,,,,,,,,,TrecodeEMX1
genomics_librarypool,,,experiment_id,refback,,false,,genomics_experiment,,librarypool_id,,,,,,,TrecodeEMX1
genomics_mappings,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_mappings,,,submission_id,ref,,false,,genomics_submission,,,,,,,,,TrecodeEMX1
genomics_mappings,,,study_id,ref,,false,,genomics_study,,,,,,,,,TrecodeEMX1
genomics_mappings,,,biosource_id,ref,,false,,genomics_biosource,,,,,,,,,TrecodeEMX1
genomics_mappings,,,experiment_id,ref,,false,,genomics_experiment,,,,,,,,,TrecodeEMX1
genomics_mappings,,,run_id,ref,,false,,genomics_run,,,,,,,,,TrecodeEMX1
genomics_mappings,,,analysis_id,ref,,false,,genomics_analysis,,,,,,,,,TrecodeEMX1
genomics_mappings,,,dataset_id,ref,,false,,genomics_dataset,,,,,,,,,TrecodeEMX1
genomics_mappings,,,policy_id,ref,,false,,genomics_policy,,,,,,,,,TrecodeEMX1
genomics_mappings,,,dac_id,ref,,false,,genomics_dac,,,,,,,,,TrecodeEMX1
genomics_mappings,,,ega_id,,,false,,,,,,,,,,,TrecodeEMX1
genomics_mappings,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,description,,,true,,,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,biomaterial_id,ref_array,,true,,genomics_biomaterial,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,experiment_id,ref_array,,true,,genomics_experiment,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,workflow_instance_id,ref,,false,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,library_strategy_id,ref,,true,,Vocab_SRA_SRA_library_strategy,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,library_selection_id,ref,,true,,Vocab_SRA_SRA_library_selection,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,library_layout_id,,,true,,,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,protocol_id,ref,,true,,fixed_protocol,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,instrument_model_id,ref,,true,,Vocab_SRA_SRA_instrument_model,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,sequencing_provider_id,ref,,true,,fixed_sequencing_provider,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,analysis_id,ref,,false,,genomics_analysis,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,genome_version_id,ref,,true,,fixed_genome_version,,,,,,,,,TrecodeEMX1
genomics_panelofnormals,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_pdxhost,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_pdxhost,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_pdxhost,,,taxonomy_id,ref,,true,,fixed_taxonomy,,,,,,,,,TrecodeEMX1
genomics_pdxhost,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_policy,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_policy,,,title,,,true,,,,,,,,,,,TrecodeEMX1
genomics_policy,,,text,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_policy,,,data_access_committee,ref,,true,,genomics_dac,,,,,,,,,TrecodeEMX1
genomics_policy,,,data_access_agreement,hyperlink,,true,,,,,,,,,,,TrecodeEMX1
genomics_policy,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,biomaterial_id,ref,,false,,genomics_biomaterial,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,library_strategy_id,ref,,false,,Vocab_SRA_SRA_library_strategy,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,is_normal,,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,sequencing_run,,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,median_insert,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,median_coverage,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,percent_duplicates,decimal,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,equivalents,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,unique_reads,decimal,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,total_reads,decimal,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,fingerprint,decimal,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,multiqc_file,ref,,false,,data_store_file,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,manual_sharable,bool,,true,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,manual_reason,,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,qc_pass,bool,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,treatment_id,,,false,,,,,,,,,,,TrecodeEMX1
genomics_primary_qa,,,sharable,,,true,,,,,,,,,,,TrecodeEMX1
genomics_run,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_run,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_run,,,experiment_id,ref,,true,,genomics_experiment,,,,,,,,,TrecodeEMX1
genomics_run,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_run,,,run_date,date,,true,,,,,,,,,,,TrecodeEMX1
genomics_run,,,batch_name,,,false,,,,,,,,,,,TrecodeEMX1
genomics_run,,,downsample_percentage,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_run,,,file_id,ref_array,,false,,data_store_file,,,,,,,,,TrecodeEMX1
genomics_study,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,title,,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,description,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,synopsis,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,type,ref,,true,,Vocab_SRA_SRA_study_type,,,,,,,,,TrecodeEMX1
genomics_study,,,is_parent,bool,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,related_studies,ref_array,,false,,genomics_study,,,,,,,,,TrecodeEMX1
genomics_study,,,submission_date,date,,false,,,,,,,,,,,TrecodeEMX1
genomics_study,,,public_release,date,,false,,,,,,,,,,,TrecodeEMX1
genomics_study,,,pubmed_id,int,,false,,,,,,,,,,,TrecodeEMX1
genomics_study,,,doi,,,false,,,,,,,,,,,TrecodeEMX1
genomics_study,,,publication_status,,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,publication_title,,,false,,,,,,,,,,,TrecodeEMX1
genomics_study,,,factor_name,,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,factor_type,,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,factor_ontology_ref,hyperlink,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_study,,,experiment_id,refback,,false,,genomics_experiment,,study_id,,,,,,,TrecodeEMX1
genomics_study,,,analysis_id,refback,,false,,genomics_analysis,,study_id,,,,,,,TrecodeEMX1
genomics_submission,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_submission,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_submission,,,description,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_submission,,,study_id,ref_array,,false,,genomics_study,,,,,,,,,TrecodeEMX1
genomics_submission,,,biosource_id,ref_array,,false,,genomics_biosource,,,,,,,,,TrecodeEMX1
genomics_submission,,,experiment_id,ref_array,,false,,genomics_experiment,,,,,,,,,TrecodeEMX1
genomics_submission,,,run_id,ref_array,,false,,genomics_run,,,,,,,,,TrecodeEMX1
genomics_submission,,,analysis_id,ref_array,,false,,genomics_analysis,,,,,,,,,TrecodeEMX1
genomics_submission,,,dataset_id,ref_array,,false,,genomics_dataset,,,,,,,,,TrecodeEMX1
genomics_submission,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
genomics_treatment,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
genomics_treatment,,,label,,,true,,,,,,,,,,,TrecodeEMX1
genomics_treatment,,,description,text,,true,,,,,,,,,,,TrecodeEMX1
genomics_treatment,,,protocol_id,ref,,true,,fixed_protocol,,,,,,,,,TrecodeEMX1
genomics_treatment,,,parameters,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,file_id,ref,,true,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,index,ref,,true,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,filetype_id,ref,,true,,Vocab_SRA_SRA_analysis_filetype,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,annotationtype,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,reportcoordinates,bool,,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,fields,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_annotation,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,file_id,ref,,true,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,index,ref,,true,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,misc,ref,,false,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,filetype_id,ref,,true,,Vocab_SRA_SRA_analysis_filetype,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,fields,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_ensemblvep_plugin,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_environment,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_environment,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_environment,,,flag,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_environment,,,description,text,,false,,,,,,,,,,,TrecodeEMX1
pipeline_release_version,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_release_version,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
pipeline_release_version,,,flag,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_release_version,,,description,text,,false,,,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,description,text,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,workflow_file_id,ref,,true,,pipeline_workflowfile,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,inputs_file_id,ref,,true,,pipeline_workflowfile,,,,,,,,,TrecodeEMX1
pipeline_workflow,,,dependencies_file_id,ref_array,,true,,pipeline_workflowfile,,,,,,,,,TrecodeEMX1
pipeline_workflowcompute,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowcompute,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_workflowcompute,,,workflow_input_tag,ref,,true,,fixed_workflow_input_tag,,,,,,,,,TrecodeEMX1
pipeline_workflowcompute,,,value,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowcompute,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_workflowexternal,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowexternal,,,environment_id,ref,,true,,pipeline_environment,,,,,,,,,TrecodeEMX1
pipeline_workflowexternal,,,workflow_input_tag,ref,,true,,fixed_workflow_input_tag,,,,,,,,,TrecodeEMX1
pipeline_workflowexternal,,,value,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_workflowexternal,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_workflowfile,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowfile,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowfile,,,description,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowfile,,,filemeta_id,file,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowinstance,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowinstance,,,label,,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowinstance,,,analysis_type_id,ref,,true,,fixed_analysis_type,,,,,,,,,TrecodeEMX1
pipeline_workflowinstance,,,library_strategy_id,ref_array,,true,,Vocab_SRA_SRA_library_strategy,,,,,,,,,TrecodeEMX1
pipeline_workflowinstance,,,workflow_id,ref,,true,,pipeline_workflow,,,,,,,,,TrecodeEMX1
pipeline_workflowparameter,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowparameter,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_workflowparameter,,,workflow_input_tag,ref,,true,,fixed_workflow_input_tag,,,,,,,,,TrecodeEMX1
pipeline_workflowparameter,,,value,,,false,,,,,,,,,,,TrecodeEMX1
pipeline_workflowparameter,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_workflowresource,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowresource,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_workflowresource,,,workflow_input_tag,ref,,true,,fixed_workflow_input_tag,,,,,,,,,TrecodeEMX1
pipeline_workflowresource,,,resource,ref_array,,true,,fixed_genomics_resource,,,,,,,,,TrecodeEMX1
pipeline_workflowresource,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,workflow_instance_id,ref,,true,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,biomaterial_id,ref_array,,false,,genomics_biomaterial,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,date,datetime,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,release_version_id,ref,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,experiment_id,ref_array,,false,,genomics_experiment,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,timing,hyperlink,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,metadata,hyperlink,,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,genome_version_id,ref,,false,,fixed_genome_version,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,environment_id,ref,,false,,pipeline_environment,,,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,analysis_id,refback,,false,,genomics_analysis,,workflowrun_id,,,,,,,TrecodeEMX1
pipeline_workflowrun,,,sharable,ref,,false,,genomics_primary_qa,,,,,,,,,TrecodeEMX1
pipeline_workflowsoftware,,,id,,1,true,,,,,,,,,,,TrecodeEMX1
pipeline_workflowsoftware,,,workflow_instance_id,ref,,false,,pipeline_workflowinstance,,,,,,,,,TrecodeEMX1
pipeline_workflowsoftware,,,workflow_input_tag,ref,,true,,fixed_workflow_input_tag,,,,,,,,,TrecodeEMX1
pipeline_workflowsoftware,,,version,ref,,true,,fixed_software_version,,,,,,,,,TrecodeEMX1
pipeline_workflowsoftware,,,release_version_id,ref_array,,true,,pipeline_release_version,,,,,,,,,TrecodeEMX1
